junction_id,timestamp,day_of_week,time_of_day,traffic_volume,avg_speed,congestion_level,accident_count_recent,violation_count,illegal_parking_count,obstruction_count,weather,roadwork_flag,event_flag,police_coverage,risk_score
j016,2026-08-10 02:00:00,0,2,6,78.5,5.2,0,0,0,0,clear,0,0,2,0.0
j017,2026-08-10 02:00:00,0,2,17,66.8,17.3,0,1,0,0,clear,0,0,2,2.2
j018,2026-08-10 02:00:00,0,2,25,64.9,22.2,0,1,2,0,clear,0,0,1,0.0
j001,2026-08-10 03:00:00,0,3,10,80.0,8.1,0,1,0,0,clear,0,0,0,0.0
j002,2026-08-10 03:00:00,0,3,14,61.4,16.5,0,0,0,0,clear,0,0,0,0.2
j003,2026-08-10 03:00:00,0,3,23,78.7,20.2,0,2,6,0,clear,0,0,3,2.3
j004,2026-08-10 03:00:00,0,3,38,57.1,39.3,0,1,2,0,clear,0,0,0,11.0
j005,2026-08-10 03:00:00,0,3,47,39.1,55.9,0,2,5,0,clear,0,0,3,11.1
j006,2026-08-10 03:00:00,0,3,5,78.4,5.2,0,1,0,0,rain,0,0,2,0.0
j007,2026-08-10 03:00:00,0,3,20,68.4,19.4,0,0,1,0,clear,0,0,0,0.0
j008,2026-08-10 03:00:00,0,3,30,59.8,32.7,0,1,2,0,clear,0,0,0,10.9
j009,2026-08-10 03:00:00,0,3,32,55.0,35.5,0,1,4,0,clear,0,0,2,15.1
j010,2026-08-10 03:00:00,0,3,43,53.2,47.4,0,5,1,0,fog,0,0,0,24.7
j011,2026-08-10 03:00:00,0,3,6,74.4,6.6,0,1,0,0,clear,0,0,0,1.6
j012,2026-08-10 03:00:00,0,3,19,52.0,21.9,0,2,3,0,clear,0,0,0,15.5
j013,2026-08-10 03:00:00,0,3,29,62.3,34.1,0,4,3,0,clear,0,0,0,10.1
j014,2026-08-10 03:00:00,0,3,32,58.4,29.1,0,2,7,0,clear,0,0,0,9.0
j015,2026-08-10 03:00:00,0,3,49,49.6,46.7,0,2,3,1,clear,0,0,0,19.7
j016,2026-08-10 03:00:00,0,3,7,71.9,7.2,0,2,1,0,clear,0,0,1,0.0
j017,2026-08-10 03:00:00,0,3,15,67.8,17.8,0,1,3,0,clear,0,0,0,12.3
j018,2026-08-10 03:00:00,0,3,22,63.5,25.8,0,4,2,0,clear,0,0,0,7.6
j001,2026-08-10 04:00:00,0,4,10,71.4,10.2,0,1,0,0,clear,0,0,0,0.0
j002,2026-08-10 04:00:00,0,4,16,71.5,13.5,0,0,1,0,clear,0,0,4,0.0
j003,2026-08-10 04:00:00,0,4,24,63.9,19.8,0,0,0,0,clear,0,0,3,1.6
j004,2026-08-10 04:00:00,0,4,39,47.3,43.3,0,1,7,0,clear,0,0,2,8.5
j005,2026-08-10 04:00:00,0,4,43,53.2,37.1,0,0,4,0,clear,0,0,0,6.0
j006,2026-08-10 04:00:00,0,4,5,73.2,4.4,0,0,1,0,clear,0,0,1,0.0
j007,2026-08-10 04:00:00,0,4,12,65.6,13.7,0,1,1,0,clear,1,0,1,6.6
j008,2026-08-10 04:00:00,0,4,30,49.3,33.9,0,0,2,0,fog,0,0,1,6.3
j009,2026-08-10 04:00:00,0,4,32,57.7,34.7,0,2,5,0,clear,0,0,0,16.9
j010,2026-08-10 04:00:00,0,4,48,52.8,42.6,0,3,5,0,clear,0,0,2,7.4
j011,2026-08-10 04:00:00,0,4,7,74.8,7.7,0,0,0,0,clear,0,0,3,0.8
j012,2026-08-10 04:00:00,0,4,18,73.7,18.9,0,2,0,0,clear,0,0,0,10.1
j013,2026-08-10 04:00:00,0,4,23,60.0,23.7,0,0,2,0,clear,0,0,0,8.6
j014,2026-08-10 04:00:00,0,4,31,62.4,25.7,0,2,2,0,clear,0,0,2,0.0
j015,2026-08-10 04:00:00,0,4,45,50.6,39.7,0,2,1,0,clear,0,0,0,9.3
j016,2026-08-10 04:00:00,0,4,6,68.1,6.0,0,0,0,0,clear,0,0,1,1.0
j017,2026-08-10 04:00:00,0,4,16,67.5,13.4,0,0,3,0,clear,0,0,0,14.9
j018,2026-08-10 04:00:00,0,4,23,62.9,25.7,0,3,0,0,clear,0,0,1,9.4
j001,2026-08-10 05:00:00,0,5,5,80.0,4.2,0,0,2,0,clear,0,0,0,5.9
j002,2026-08-10 05:00:00,0,5,20,74.7,18.9,0,1,1,0,clear,0,0,1,0.0
j003,2026-08-10 05:00:00,0,5,21,63.1,24.8,0,1,3,0,clear,0,0,2,0.0
j004,2026-08-10 05:00:00,0,5,37,45.8,43.4,0,1,3,0,clear,0,0,0,12.2
j005,2026-08-10 05:00:00,0,5,44,47.5,47.2,0,0,5,0,clear,0,0,2,2.5
j006,2026-08-10 05:00:00,0,5,5,74.0,5.3,0,0,0,0,clear,0,0,3,0.0
j007,2026-08-10 05:00:00,0,5,14,72.5,14.5,0,0,0,0,clear,0,0,0,0.0
j008,2026-08-10 05:00:00,0,5,22,60.6,22.0,0,3,0,0,clear,0,0,0,15.9
j009,2026-08-10 05:00:00,0,5,40,42.5,41.5,0,4,4,0,clear,0,0,0,9.8
j010,2026-08-10 05:00:00,0,5,48,39.8,52.4,0,3,2,0,clear,0,0,1,13.4
j011,2026-08-10 05:00:00,0,5,8,80.0,6.9,0,0,0,0,clear,0,0,1,0.0
j012,2026-08-10 05:00:00,0,5,20,61.7,17.8,0,0,2,0,rain,0,0,1,0.1
j013,2026-08-10 05:00:00,0,5,27,61.1,23.9,0,3,0,0,clear,0,0,3,5.0
j014,2026-08-10 05:00:00,0,5,35,52.2,32.4,0,4,1,0,clear,0,0,0,13.3
j015,2026-08-10 05:00:00,0,5,47,49.3,45.9,0,2,2,0,fog,0,0,1,12.3
j016,2026-08-10 05:00:00,0,5,8,71.8,6.6,0,1,0,0,clear,0,0,3,0.0
j017,2026-08-10 05:00:00,0,5,18,74.1,17.0,0,1,1,0,clear,0,0,1,1.1
j018,2026-08-10 05:00:00,0,5,26,53.4,29.5,0,0,1,0,clear,0,0,0,10.6
j001,2026-08-10 06:00:00,0,6,21,65.5,19.5,0,1,4,0,clear,0,0,0,16.9
j002,2026-08-10 06:00:00,0,6,57,35.5,63.4,0,3,4,0,clear,0,0,0,27.3
j003,2026-08-10 06:00:00,0,6,56,29.6,66.2,0,3,2,0,clear,1,0,1,28.6
j004,2026-08-10 06:00:00,0,6,57,31.8,59.8,0,4,9,0,rain,0,0,1,23.4
j005,2026-08-10 06:00:00,0,6,84,30.7,72.7,0,1,7,0,clear,0,0,0,22.8
j006,2026-08-10 06:00:00,0,6,41,49.9,45.2,0,0,3,0,clear,0,0,2,0.0
j007,2026-08-10 06:00:00,0,6,52,42.5,55.9,0,1,0,0,clear,0,0,1,16.2
j008,2026-08-10 06:00:00,0,6,50,51.4,46.2,0,3,3,0,clear,0,0,2,12.7
j009,2026-08-10 06:00:00,0,6,75,38.9,71.0,0,4,5,0,clear,0,0,1,19.1
j010,2026-08-10 06:00:00,0,6,61,34.1,63.4,0,5,4,0,clear,0,0,2,16.6
j011,2026-08-10 06:00:00,0,6,20,72.5,19.4,0,1,1,0,clear,0,0,0,9.2
j012,2026-08-10 06:00:00,0,6,46,55.1,47.6,0,1,3,0,clear,0,0,1,15.3
j013,2026-08-10 06:00:00,0,6,46,56.2,45.9,0,1,4,0,clear,0,0,1,9.6
j014,2026-08-10 06:00:00,0,6,65,42.6,61.7,0,2,5,0,clear,0,0,1,16.0
j015,2026-08-10 06:00:00,0,6,85,26.9,82.2,1,6,2,0,rain,0,0,2,25.8
j016,2026-08-10 06:00:00,0,6,45,49.2,45.8,0,2,2,0,rain,0,0,0,26.4
j017,2026-08-10 06:00:00,0,6,44,48.1,44.2,0,2,2,0,clear,0,0,1,17.8
j018,2026-08-10 06:00:00,0,6,48,47.4,49.2,0,1,3,0,clear,0,0,0,23.0
j001,2026-08-10 07:00:00,0,7,31,62.7,31.3,0,2,2,0,clear,0,0,1,4.3
j002,2026-08-10 07:00:00,0,7,37,51.9,37.1,0,3,3,0,fog,0,0,1,16.0
j003,2026-08-10 07:00:00,0,7,67,20.0,77.2,0,4,7,0,clear,0,0,1,22.7
j004,2026-08-10 07:00:00,0,7,75,29.9,67.3,0,4,4,0,clear,0,1,1,32.7
j005,2026-08-10 07:00:00,0,7,79,28.2,70.4,0,4,10,0,clear,0,0,1,28.1
j006,2026-08-10 07:00:00,0,7,49,39.7,54.9,0,0,8,0,clear,0,0,1,16.0
j007,2026-08-10 07:00:00,0,7,50,43.3,50.8,0,3,2,0,rain,0,0,1,16.5
j008,2026-08-10 07:00:00,0,7,62,33.5,62.8,0,4,4,0,clear,0,0,1,22.3
j009,2026-08-10 07:00:00,0,7,71,34.2,69.1,0,5,4,0,clear,0,0,1,27.6
j010,2026-08-10 07:00:00,0,7,84,33.4,67.3,0,4,6,0,clear,0,0,1,18.5
j011,2026-08-10 07:00:00,0,7,29,60.6,26.6,0,1,2,0,clear,0,0,0,12.1
j012,2026-08-10 07:00:00,0,7,30,62.8,28.7,0,1,3,0,clear,0,0,0,11.7
j013,2026-08-10 07:00:00,0,7,59,34.3,63.4,0,1,3,0,rain,0,0,0,19.1
j014,2026-08-10 07:00:00,0,7,60,30.6,62.4,0,1,9,0,rain,0,0,2,21.4
j015,2026-08-10 07:00:00,0,7,80,28.9,86.2,0,8,7,0,rain,0,0,1,30.5
j016,2026-08-10 07:00:00,0,7,47,60.0,37.7,0,1,4,0,fog,0,0,1,12.4
j017,2026-08-10 07:00:00,0,7,55,48.2,44.9,0,0,4,0,clear,0,0,2,6.0
j018,2026-08-10 07:00:00,0,7,54,60.6,46.5,0,3,3,0,clear,0,0,2,0.8
j001,2026-08-10 08:00:00,0,8,61,21.4,88.7,0,4,8,0,clear,0,0,3,25.8
j002,2026-08-10 08:00:00,0,8,88,11.1,100.0,0,5,11,0,clear,0,0,0,34.4
j003,2026-08-10 08:00:00,0,8,84,13.6,100.0,0,3,10,0,clear,0,0,0,29.6
j004,2026-08-10 08:00:00,0,8,97,12.9,100.0,0,2,4,0,rain,0,0,0,36.4
j005,2026-08-10 08:00:00,0,8,100,5.0,100.0,0,5,5,0,clear,0,0,2,25.7
j006,2026-08-10 08:00:00,0,8,69,28.4,88.4,0,3,6,0,clear,0,0,0,32.4
j007,2026-08-10 08:00:00,0,8,87,15.0,94.2,0,5,10,0,rain,0,0,0,43.5
j008,2026-08-10 08:00:00,0,8,90,6.7,100.0,0,5,7,0,clear,0,0,2,25.4
j009,2026-08-10 08:00:00,0,8,90,9.5,100.0,0,3,4,0,clear,0,0,1,24.7
j010,2026-08-10 08:00:00,0,8,100,8.9,100.0,0,2,10,0,clear,0,0,0,20.0
j011,2026-08-10 08:00:00,0,8,60,16.6,81.7,0,4,6,0,clear,0,0,3,11.1
j012,2026-08-10 08:00:00,0,8,78,13.5,98.9,0,2,7,0,clear,0,0,1,28.1
j013,2026-08-10 08:00:00,0,8,94,5.0,100.0,1,3,5,0,clear,0,0,3,25.8
j014,2026-08-10 08:00:00,0,8,100,12.7,100.0,0,4,1,0,clear,0,0,0,28.1
j015,2026-08-10 08:00:00,0,8,100,13.6,100.0,0,4,3,0,clear,0,0,1,20.5
j016,2026-08-10 08:00:00,0,8,62,12.6,93.8,0,2,10,0,clear,0,0,1,25.4
j017,2026-08-10 08:00:00,0,8,80,8.0,100.0,0,5,10,0,rain,0,0,3,34.8
j018,2026-08-10 08:00:00,0,8,84,12.2,100.0,0,6,4,0,clear,0,0,0,34.2
j001,2026-08-10 09:00:00,0,9,79,16.6,98.5,0,6,7,0,clear,0,0,1,26.3
j002,2026-08-10 09:00:00,0,9,86,5.0,100.0,0,5,4,0,clear,0,0,0,29.9
j003,2026-08-10 09:00:00,0,9,88,13.7,99.3,0,5,5,0,clear,0,0,1,23.3
j004,2026-08-10 09:00:00,0,9,100,19.1,100.0,0,4,8,0,clear,0,1,1,35.5
j005,2026-08-10 09:00:00,0,9,100,5.0,100.0,0,3,6,0,clear,0,0,0,36.8
j006,2026-08-10 09:00:00,0,9,77,5.0,100.0,1,5,7,0,clear,0,0,1,35.8
j007,2026-08-10 09:00:00,0,9,89,26.1,85.5,0,5,8,0,clear,0,0,0,35.5
j008,2026-08-10 09:00:00,0,9,85,18.5,100.0,0,6,8,0,clear,0,1,3,30.8
j009,2026-08-10 09:00:00,0,9,100,12.3,100.0,0,5,8,0,clear,0,0,2,21.3
j010,2026-08-10 09:00:00,0,9,100,15.3,100.0,0,6,4,0,clear,0,1,1,36.3
j011,2026-08-10 09:00:00,0,9,76,15.3,93.4,0,2,7,0,fog,0,0,0,35.4
j012,2026-08-10 09:00:00,0,9,88,11.8,100.0,0,7,4,0,clear,0,0,0,31.3
j013,2026-08-10 09:00:00,0,9,90,6.5,100.0,0,4,7,0,clear,0,0,2,20.4
j014,2026-08-10 09:00:00,0,9,91,12.9,97.6,0,3,5,0,clear,0,0,0,25.4
j015,2026-08-10 09:00:00,0,9,100,15.3,100.0,0,5,4,0,clear,0,0,2,24.9
j016,2026-08-10 09:00:00,0,9,74,18.0,87.2,0,4,4,0,clear,0,1,1,26.1
j017,2026-08-10 09:00:00,0,9,86,16.5,92.6,0,7,11,0,clear,0,0,0,43.3
j018,2026-08-10 09:00:00,0,9,87,14.3,100.0,0,2,10,0,clear,0,0,1,29.4
j001,2026-08-10 10:00:00,0,10,34,54.9,38.4,0,2,2,0,rain,0,0,2,11.3
j002,2026-08-10 10:00:00,0,10,43,48.6,49.7,1,3,2,0,clear,0,0,0,19.5
j003,2026-08-10 10:00:00,0,10,54,46.0,49.8,0,2,1,0,clear,0,0,0,14.3
j004,2026-08-10 10:00:00,0,10,72,28.2,81.7,0,7,9,0,clear,0,0,1,38.8
j005,2026-08-10 10:00:00,0,10,77,35.5,65.0,0,4,3,0,clear,0,0,1,21.5
j006,2026-08-10 10:00:00,0,10,46,47.3,49.7,0,3,5,0,clear,0,0,3,11.3
j007,2026-08-10 10:00:00,0,10,36,60.8,36.0,0,0,1,0,clear,0,0,1,4.2
j008,2026-08-10 10:00:00,0,10,67,40.2,55.4,0,2,2,0,fog,0,0,1,14.9
j009,2026-08-10 10:00:00,0,10,57,38.5,50.3,0,3,4,1,clear,0,0,1,19.4
j010,2026-08-10 10:00:00,0,10,65,24.0,72.3,0,4,4,0,fog,0,0,0,23.1
j011,2026-08-10 10:00:00,0,10,42,40.7,47.7,0,4,4,0,clear,0,0,1,12.1
j012,2026-08-10 10:00:00,0,10,55,37.8,63.1,0,2,6,0,clear,0,0,0,20.9
j013,2026-08-10 10:00:00,0,10,49,48.1,46.4,0,3,3,0,rain,0,0,1,13.6
j014,2026-08-10 10:00:00,0,10,50,41.1,51.1,0,6,7,0,clear,0,0,0,17.3
j015,2026-08-10 10:00:00,0,10,76,30.4,76.3,0,2,4,0,clear,0,0,0,24.3
j016,2026-08-10 10:00:00,0,10,44,54.2,38.5,0,1,3,0,clear,0,0,0,14.8
j017,2026-08-10 10:00:00,0,10,42,54.4,47.5,0,1,6,0,rain,0,0,0,22.3
j018,2026-08-10 10:00:00,0,10,50,57.0,46.8,0,3,2,0,fog,0,0,2,11.9
j001,2026-08-10 11:00:00,0,11,46,54.7,38.5,0,3,6,0,clear,1,0,1,12.1
j002,2026-08-10 11:00:00,0,11,31,61.6,35.4,0,1,6,0,clear,0,0,0,10.1
j003,2026-08-10 11:00:00,0,11,54,47.8,52.6,0,7,1,0,clear,0,0,1,16.6
j004,2026-08-10 11:00:00,0,11,62,36.7,64.1,0,6,4,0,clear,0,0,0,22.1
j005,2026-08-10 11:00:00,0,11,60,41.5,59.0,0,5,4,0,clear,0,0,1,11.5
j006,2026-08-10 11:00:00,0,11,41,44.7,45.3,0,0,2,0,rain,0,0,2,16.1
j007,2026-08-10 11:00:00,0,11,54,38.3,58.6,0,3,6,0,clear,0,0,2,11.4
j008,2026-08-10 11:00:00,0,11,54,43.1,49.4,0,1,2,0,fog,0,0,1,16.7
j009,2026-08-10 11:00:00,0,11,61,37.0,71.2,0,6,8,0,clear,0,0,0,34.8
j010,2026-08-10 11:00:00,0,11,62,35.9,70.1,0,2,5,0,fog,0,0,1,29.8
j011,2026-08-10 11:00:00,0,11,28,56.4,24.4,0,1,0,0,clear,0,0,0,9.7
j012,2026-08-10 11:00:00,0,11,55,41.7,51.5,0,3,2,0,rain,0,0,0,16.7
j013,2026-08-10 11:00:00,0,11,42,55.2,34.1,0,1,4,0,clear,0,0,1,9.1
j014,2026-08-10 11:00:00,0,11,61,36.5,58.8,0,1,1,0,clear,0,0,0,13.3
j015,2026-08-10 11:00:00,0,11,66,27.6,54.2,0,2,4,0,clear,0,0,0,15.8
j016,2026-08-10 11:00:00,0,11,23,68.7,23.8,0,2,1,0,clear,0,0,0,5.2
j017,2026-08-10 11:00:00,0,11,33,61.2,27.8,0,0,0,1,clear,0,0,0,7.1
j018,2026-08-10 11:00:00,0,11,42,47.6,43.3,0,2,3,0,clear,0,0,1,14.9
j001,2026-08-10 12:00:00,0,12,37,52.3,33.4,0,4,0,0,clear,0,0,0,0.0
j002,2026-08-10 12:00:00,0,12,56,47.4,58.1,0,3,4,0,clear,0,0,0,24.0
j003,2026-08-10 12:00:00,0,12,48,41.6,57.5,0,1,9,0,clear,0,0,0,15.0
j004,2026-08-10 12:00:00,0,12,70,40.4,57.9,0,4,8,0,clear,0,0,1,15.8
j005,2026-08-10 12:00:00,0,12,65,30.7,69.8,0,5,3,0,rain,0,0,2,6.3
j006,2026-08-10 12:00:00,0,12,21,57.7,21.9,0,0,0,0,fog,0,0,4,0.0
j007,2026-08-10 12:00:00,0,12,44,57.2,40.8,0,4,3,1,clear,0,0,0,17.0
j008,2026-08-10 12:00:00,0,12,54,38.6,56.5,0,2,3,0,clear,0,0,2,13.7
j009,2026-08-10 12:00:00,0,12,60,49.7,54.5,0,3,6,0,clear,0,0,2,5.8
j010,2026-08-10 12:00:00,0,12,79,27.9,84.6,0,3,5,0,clear,0,0,1,20.8
j011,2026-08-10 12:00:00,0,12,34,64.2,33.3,0,1,2,0,clear,0,0,0,17.8
j012,2026-08-10 12:00:00,0,12,56,41.9,52.4,0,2,6,0,clear,0,0,0,13.8
j013,2026-08-10 12:00:00,0,12,55,39.0,56.3,0,3,4,0,clear,0,0,1,20.7
j014,2026-08-10 12:00:00,0,12,55,37.6,59.9,0,6,4,0,clear,0,0,2,13.7
j015,2026-08-10 12:00:00,0,12,64,25.8,74.4,0,2,3,0,clear,0,0,0,24.5
j016,2026-08-10 12:00:00,0,12,47,51.4,37.9,0,4,2,0,clear,0,0,1,10.7
j017,2026-08-10 12:00:00,0,12,58,45.1,57.6,0,1,3,0,fog,0,0,0,20.3
j018,2026-08-10 12:00:00,0,12,48,27.7,55.7,0,5,3,0,clear,0,0,0,26.4
j001,2026-08-10 13:00:00,0,13,47,47.1,39.0,0,1,1,0,fog,0,0,0,25.0
j002,2026-08-10 13:00:00,0,13,59,32.6,58.8,0,1,8,0,clear,0,0,0,23.3
j003,2026-08-10 13:00:00,0,13,58,39.3,54.2,0,3,3,0,clear,0,0,1,22.8
j004,2026-08-10 13:00:00,0,13,63,47.1,50.7,0,2,5,0,clear,0,0,0,25.7
j005,2026-08-10 13:00:00,0,13,83,16.0,91.0,0,7,5,0,clear,0,0,1,27.5
j006,2026-08-10 13:00:00,0,13,27,60.6,23.0,0,1,0,0,clear,0,0,0,7.1
j007,2026-08-10 13:00:00,0,13,31,61.2,35.8,0,3,1,0,clear,0,0,1,10.8
j008,2026-08-10 13:00:00,0,13,55,51.0,47.9,0,1,4,0,clear,0,0,3,10.1
j009,2026-08-10 13:00:00,0,13,78,19.2,91.5,0,3,7,0,clear,0,0,2,22.0
j010,2026-08-10 13:00:00,0,13,82,28.4,70.6,0,5,3,0,clear,0,0,3,9.9
j011,2026-08-10 13:00:00,0,13,22,54.9,25.0,0,1,1,0,rain,0,0,2,0.9
j012,2026-08-10 13:00:00,0,13,53,46.7,44.5,0,2,1,0,clear,0,0,1,14.7
j013,2026-08-10 13:00:00,0,13,66,27.3,74.2,0,4,3,0,clear,0,0,2,19.3
j014,2026-08-10 13:00:00,0,13,53,40.6,54.6,0,7,2,0,clear,0,0,1,7.6
j015,2026-08-10 13:00:00,0,13,74,32.7,66.6,0,2,6,0,clear,0,0,1,20.7
j016,2026-08-10 13:00:00,0,13,36,55.7,35.3,0,5,1,0,clear,0,0,1,15.7
j017,2026-08-10 13:00:00,0,13,45,46.1,42.8,0,1,5,0,clear,0,0,0,28.0
j018,2026-08-10 13:00:00,0,13,66,43.4,62.7,0,0,2,0,clear,0,0,0,21.0
j001,2026-08-10 14:00:00,0,14,24,62.9,25.8,0,1,1,0,clear,0,0,2,2.7
j002,2026-08-10 14:00:00,0,14,47,47.5,39.4,0,1,3,0,clear,0,0,0,19.1
j003,2026-08-10 14:00:00,0,14,64,29.8,58.7,0,3,2,0,clear,0,0,0,12.1
j004,2026-08-10 14:00:00,0,14,73,32.9,66.7,0,3,3,0,fog,0,0,3,10.5
j005,2026-08-10 14:00:00,0,14,78,19.8,84.3,0,4,5,0,clear,0,0,2,14.6
j006,2026-08-10 14:00:00,0,14,21,70.3,23.2,0,1,0,0,rain,0,0,1,5.7
j007,2026-08-10 14:00:00,0,14,30,61.2,30.7,0,3,5,0,clear,0,0,1,11.4
j008,2026-08-10 14:00:00,0,14,43,43.1,43.3,0,0,4,0,clear,0,0,0,11.6
j009,2026-08-10 14:00:00,0,14,74,33.1,59.4,0,4,5,0,clear,0,0,0,21.0
j010,2026-08-10 14:00:00,0,14,77,34.4,77.1,0,4,7,0,clear,0,0,4,23.7
j011,2026-08-10 14:00:00,0,14,33,56.8,36.2,0,0,4,0,clear,0,0,0,13.6
j012,2026-08-10 14:00:00,0,14,36,54.6,35.8,0,2,4,0,clear,0,0,0,11.6
j013,2026-08-10 14:00:00,0,14,49,42.9,58.4,0,1,8,0,clear,0,0,1,11.7
j014,2026-08-10 14:00:00,0,14,56,33.2,57.2,0,1,5,0,clear,0,0,4,8.3
j015,2026-08-10 14:00:00,0,14,82,17.8,89.2,0,2,6,0,clear,0,0,1,28.6
j016,2026-08-10 14:00:00,0,14,44,63.7,45.8,0,1,2,0,clear,0,0,1,4.9
j017,2026-08-10 14:00:00,0,14,36,43.3,41.7,0,4,0,0,clear,0,0,0,9.4
j018,2026-08-10 14:00:00,0,14,45,46.6,47.1,0,0,2,0,clear,0,0,1,2.1
